id,ts,co2,temp,hum,clear,nir,soil_moisture,soil_temp,soil_ec,soil_ph,soil_n,soil_p,soil_k,rssi,snr,battery_v,battery_i,battery_p,charging,light_gain,light_saturated,sleep_interval_s,awake_ms
1,2026-07-25T11:02:25.625380+00:00,269,47.1,15.8,11373,1281,,,,,,,,-40,12.5,3.772,58.9,222.2,1,1,,30,7923
2,2026-07-25T11:03:03.543435+00:00,91,47.6,15.9,13399,1246,,,,,,,,-38,12.25,3.768,51.7,194.8,1,1,,30,7922
3,2026-07-25T11:03:41.468480+00:00,162,48.7,15.2,16215,1222,,,,,,,,-38,12.5,3.768,37.9,142.8,1,1,1,30,7925
4,2026-07-25T11:04:19.382921+00:00,215,63.6,9.3,17000,1218,,,,,,,,-38,12,3.768,32.9,124,1,1,1,30,7923
5,2026-07-25T11:04:57.308435+00:00,162,61.5,9,18000,1287,,,,,,,,-37,12.75,3.772,51.6,194.6,1,1,1,30,7924
6,2026-07-25T11:05:35.179512+00:00,231,62.5,9.8,18000,1344,,,,,,,,-37,13,3.756,-56.1,-210.7,0,1,1,30,7924
7,2026-07-25T11:06:13.107379+00:00,233,63,9.6,18000,1381,,,,,,,,-37,12.5,3.752,-65.3,-245,0,1,1,30,7923
8,2026-07-25T11:06:51.043907+00:00,104,63.3,9.5,18000,1408,,,,,,,,-38,12.75,3.744,-146.7,-549.2,0,1,1,30,7922
9,2026-07-25T11:12:14.873473+00:00,149,60.3,10.4,18000,2352,,,,,,,,-38,12,3.776,49.1,185.4,1,1,1,30,7925
10,2026-07-25T11:12:52.797768+00:00,290,62,9.8,18000,2333,,,,,,,,-38,12.5,3.776,38.3,144.6,1,1,1,30,7924
11,2026-07-25T11:13:30.700652+00:00,263,62.7,9.4,18000,2571,,,,,,,,-38,12.25,3.772,51.2,193.1,1,1,1,30,7925
12,2026-07-25T11:18:54.327787+00:00,136,42.2,18.2,16228,3503,,,,,,,,-35,12.5,3.78,48.8,184.5,1,1,1,30,
13,2026-07-25T11:19:32.226056+00:00,132,42.3,18.3,14682,3293,,,,,,,,-35,12.25,3.776,25.3,95.5,1,1,,30,7923
14,2026-07-25T11:20:10.111167+00:00,131,42.5,17.8,15374,3629,,,,,,,,-35,11.5,3.772,38.9,146.7,1,1,,30,7924
15,2026-07-25T11:20:47.999670+00:00,169,41.6,18.8,17584,4055,,,,,,,,-35,12,3.78,61.8,233.6,1,1,1,30,7924
16,2026-07-25T11:21:25.941110+00:00,70,42.5,18.4,17784,4075,,,,,,,,-37,12,3.78,62.5,236.2,1,1,1,30,7926
17,2026-07-25T11:22:03.832343+00:00,237,41.5,19,17490,4075,,,,,,,,-35,12.5,3.764,-55.9,-210.4,0,1,1,30,7925
18,2026-07-25T11:22:41.757595+00:00,142,41.8,18.5,16645,3962,,,,,,,,-35,12.5,3.764,-92.7,-348.9,0,1,1,30,7923
19,2026-07-25T11:28:05.502872+00:00,24,43.4,17.4,18000,4687,,,,,,,,-35,11.5,3.784,75.4,285.3,1,1,1,30,7923
20,2026-07-25T11:28:43.414319+00:00,155,43.7,17.3,18000,4929,,,,,,,,-35,12,3.788,86.2,326.5,1,1,1,30,7924
21,2026-07-25T11:29:21.326490+00:00,169,43.9,17.3,18000,5085,,,,,,,,-35,12.25,3.788,94,356.1,1,1,1,30,
22,2026-07-25T11:29:59.234685+00:00,0,42.3,17.9,18000,5898,,,,,,,,-35,12.25,3.788,100.2,379.6,1,1,1,30,7924
23,2026-07-25T11:30:37.140706+00:00,180,42.3,18.2,18000,5699,,,,,,,,-35,12,3.772,-20.9,-78.8,0,1,1,30,7922
24,2026-07-25T11:31:15.088549+00:00,150,43.8,17.5,18000,6155,,,,,,,,-35,12.5,3.772,-28.6,-107.9,0,1,1,30,7923
25,2026-07-25T11:31:52.982482+00:00,168,43.3,17.3,18000,6344,,,,,,,,-35,12.25,3.792,114.5,434.2,1,1,1,30,
26,2026-07-25T11:37:16.795229+00:00,107,59.1,11.1,18000,5811,,,,,,,,-35,12,3.788,36.2,137.1,1,1,1,30,7924
27,2026-07-25T11:42:40.555124+00:00,0,43.4,17.2,18000,7836,,,,,,,,-35,12,3.796,114.9,436.2,1,1,1,30,7923
28,2026-07-25T11:43:18.453415+00:00,262,43.8,17.1,18000,7521,,,,,,,,-35,12,3.8,111.9,425.2,1,1,1,30,7925
29,2026-07-25T11:43:56.343574+00:00,111,43.5,17.2,18000,7350,,,,,,,,-36,11.75,3.796,113.9,432.4,1,1,1,30,7923
30,2026-07-25T11:44:34.281622+00:00,219,44.2,16.5,18000,5788,,,,,,,,-35,12,3.792,41.1,155.9,1,1,1,30,7923
31,2026-07-25T11:45:12.145916+00:00,251,44,17,18000,7948,,,,,,,,-35,11.5,3.8,108.6,412.7,1,1,1,30,
32,2026-07-25T11:45:50.035596+00:00,97,44.1,16.9,18000,7673,,,,,,,,-35,12,3.8,105.6,401.3,1,1,1,30,
33,2026-07-25T11:46:27.939974+00:00,270,43.8,16.8,18000,7520,,,,,,,,-35,12.25,3.796,89.2,338.6,1,1,1,30,7924
34,2026-07-25T11:47:05.809754+00:00,140,42.7,17.9,18000,7525,,,,,,,,-35,11.75,3.784,-10.8,-40.9,0,1,1,30,7928
35,2026-07-25T11:47:43.699673+00:00,163,42.9,17.7,18000,7571,,,,,,,,-35,12.25,3.78,-49.9,-188.6,0,1,1,30,7922
36,2026-07-25T11:53:07.618622+00:00,81,61,10,18000,8773,,,,,,,,-35,12.25,3.796,59.7,226.6,1,1,1,30,7924
37,2026-07-25T11:53:45.540006+00:00,214,60.7,10,18000,9021,,,,,,,,-35,12.5,3.796,60.5,229.7,1,1,1,30,7
38,2026-07-25T11:54:23.445680+00:00,269,60.7,10.3,18000,9097,,,,,,,,-35,12.75,3.792,59.1,224.1,1,1,1,30,7924
39,2026-07-25T11:55:01.367732+00:00,142,60.7,10.1,18000,9240,,,,,,,,-35,12.5,3.796,56.8,215.6,1,1,1,30,7924
40,2026-07-25T11:55:39.279033+00:00,166,61.3,9.9,18000,9125,,,,,,,,-35,11.75,3.784,-52.6,-199,0,1,1,30,7925
41,2026-07-25T11:56:17.195826+00:00,159,61.8,9.5,18000,9214,,,,,,,,-35,12.75,3.776,-101.1,-381.8,0,1,1,30,7922
42,2026-07-25T11:56:55.097985+00:00,120,61.3,9.8,18000,9058,,,,,,,,-36,12.25,3.796,47.8,181.4,1,1,1,30,7924
43,2026-07-25T11:57:32.993421+00:00,293,59.6,10.1,18000,9771,,,,,,,,-35,12,3.8,62.8,238.6,1,1,1,30,7922
44,2026-07-25T12:02:56.784946+00:00,156,43.9,16.6,18000,10499,,,,,,,,-35,12,3.792,-26.8,-101.6,0,1,1,30,7920
45,2026-07-25T12:03:34.717786+00:00,133,43.9,16.8,18000,10545,,,,,,,,-35,12.25,3.784,-34.5,-130.5,0,1,1,30,7929
46,2026-07-25T12:08:58.680862+00:00,154,61.1,9.7,18000,11392,,,,,,,,-44,12.5,3.8,55.7,211.7,1,1,1,30,7924
47,2026-07-25T12:14:22.482760+00:00,163,61.7,9.8,13954,12260,,,,,,,,-44,11.5,3.804,50.1,190.6,1,1,,30,7924
48,2026-07-25T12:19:45.966879+00:00,143,59.4,10.8,10990,10513,,,,,,,,-43,12,3.808,31.4,119.6,1,1,,30,7923
49,2026-07-25T12:25:23.556111+00:00,167,60.5,10.1,11902,11567,,,,,,,,-43,12,3.792,-70.8,-268.5,0,1,,30,7925
50,2026-07-25T12:25:50.553323+00:00,69,59.9,10.3,14772,11731,,,,,,,,-44,12,3.812,55.4,211.2,1,1,,30,7924
51,2026-07-25T12:31:14.343462+00:00,121,61.4,9.9,15401,10970,,,,,,,,-43,12.25,3.812,35,133.4,1,1,,30,7925
52,2026-07-25T12:31:52.236676+00:00,,,,,,,,,,,,,-43,12.25,,,,,,,,
53,2026-07-25T12:32:30.140929+00:00,131,62,9.7,15815,11489,,,,,,,,-43,13,3.796,-70.3,-266.9,0,1,,30,7923
54,2026-07-25T12:33:08.041075+00:00,142,61.2,9.3,15560,11666,,,,,,,,-44,12,3.792,-119.4,-452.8,0,1,,30,7926
55,2026-07-25T12:33:45.924069+00:00,,,,,,,,,,,,,-43,12,3.812,,,,1,,,
56,2026-07-25T12:35:04.751187+00:00,166,63.3,8.9,15485,12262,,,,,,,,-43,12.5,3.8,-62.8,-238.6,0,1,,30,7925
57,2026-07-25T12:35:42.649878+00:00,147,64,8.6,15312,12350,,,,,,,,-43,12.75,3.796,-92.8,-352.3,0,1,,30,7923
58,2026-07-25T12:36:20.569221+00:00,,,,,,,,,,,,,-43,12.25,,,,,,,,
59,2026-07-25T12:36:58.454011+00:00,133,64,8.6,14906,12260,,,,,,,,-43,11.75,3.812,49.3,187.9,1,1,,30,7923
60,2026-07-25T12:37:36.355955+00:00,141,64.1,8.7,14763,12242,,,,,,,,-44,12.25,3.816,48.2,183.9,1,1,,30,7924
61,2026-07-25T12:38:14.297360+00:00,221,62.3,8.4,14675,12210,,,,,,,,-44,12,3.816,44.5,169.8,1,1,,30,7925
62,2026-07-25T12:38:52.152297+00:00,244,64.3,8.5,14850,12150,,,,,,,,-43,12.5,3.82,49.6,189.5,1,1,,30,7924
63,2026-07-25T12:39:30.069934+00:00,78,,,,,,,,,,,,-44,12,,,182,,,,30,79274
64,2026-07-25T12:40:48.833192+00:00,257,63.4,8.8,14192,11990,,,,,,,,-43,11.75,3.816,47,179.4,1,1,,30,7923
65,2026-07-25T12:41:26.707641+00:00,232,62.7,9.4,13955,11886,,,,,,,,-43,11.75,3.816,43.9,167.5,1,1,,30,7925
66,2026-07-25T12:42:04.607576+00:00,182,61.3,9.6,13783,11739,,,,,,,,-45,12.25,3.816,45.5,173.6,1,1,,30,7926
67,2026-07-25T12:47:28.451295+00:00,135,60.1,10.4,11896,11209,,,,,,,,-43,12.25,3.82,46.9,179.2,1,1,,30,7920
68,2026-07-25T12:48:06.389265+00:00,91,61.4,10.6,11691,11132,,,,,,,,-42,12.5,3.82,47.3,180.7,1,1,,30,7925
69,2026-07-25T12:48:44.301318+00:00,,,,,,,,,,,,,-43,12,,,,,,,,
70,2026-07-25T12:49:22.204501+00:00,,,,,,,,,,,,,-42,12.75,,,,,,,,
71,2026-07-25T12:55:26.820278+00:00,243,60,10.3,15861,9989,,,,,,,,-42,13,3.804,-79.9,-303.9,0,1,,30,7924
72,2026-07-25T13:01:31.648451+00:00,109,44.3,17.5,18000,8574,,,,,,,,-43,12.25,3.828,67,256.5,1,1,1,30,7922
73,2026-07-25T13:02:09.568160+00:00,231,59.6,10.6,18000,8262,,,,,,,,-43,12.25,3.824,34.4,131.5,1,1,1,30,7925
74,2026-07-25T13:02:47.462010+00:00,119,60.5,10.1,18000,8082,,,,,,,,-43,13,3.828,38.3,146.6,1,1,1,30,7924
75,2026-07-25T13:03:25.395587+00:00,170,61.7,9.6,18000,7960,,,,,,,,-42,13.25,3.824,34.2,130.8,1,1,1,30,7925
76,2026-07-25T13:09:30.130867+00:00,262,61.8,9.5,18000,6445,,,,,,,,-42,11.75,3.828,38.1,145.8,1,1,1,30,7921
77,2026-07-25T13:10:08.023844+00:00,104,62,9.3,17927,6165,,,,,,,,-42,13,3.812,-75.4,-287.4,0,1,1,30,7924
78,2026-07-25T13:10:45.907164+00:00,114,60,10.2,17910,6129,,,,,,,,-42,12.25,3.808,-103.4,-393.7,0,1,1,30,7923
79,2026-07-25T13:11:23.826428+00:00,0,61.1,9.6,17505,5968,,,,,,,,-42,13,3.832,37.4,143.3,1,1,1,30,7924
80,2026-07-25T13:12:01.753100+00:00,,,,,,,,,,,,,-42,13,,,,,,,,
81,2026-07-25T13:12:39.671740+00:00,,,,,,,,,,,,,-42,13,3.832,31.9,122.2,1,,,30,79267
82,2026-07-25T13:13:17.566780+00:00,,,,,,,,,,,,,-42,12.25,,,,,,,,
83,2026-07-25T13:13:55.460253+00:00,137,61.1,9.6,16034,5261,,,,,,,,-43,12.5,3.828,35.1,134.4,1,1,,30,7924
84,2026-07-25T13:15:14.245304+00:00,86,61.5,9.7,15123,4845,,,,,,,,-43,11.75,3.832,31.1,119.2,1,1,,30,7923
85,2026-07-25T13:21:18.829134+00:00,171,62,9.2,11149,3173,,,,,,,,-43,11.5,3.832,35.5,136,1,1,,30,7923
86,2026-07-25T13:22:37.396348+00:00,231,47,15.1,10204,2846,,,,,,,,-43,11.75,3.836,34.3,131.6,1,1,,30,7923
87,2026-07-25T13:23:15.287032+00:00,245,,,,,,,,,,,,-43,12.5,,,,,,,,
88,2026-07-25T13:24:33.991751+00:00,148,61.9,9.5,8668,2338,,,,,,,,-43,12,3.832,17.5,67.1,1,1,,30,7926
89,2026-07-25T13:25:11.882997+00:00,111,63.4,9,8746,2403,,,,,,,,-43,12.5,3.832,31.6,121.1,1,1,,30,7923
90,2026-07-25T13:25:49.809143+00:00,32,64.3,8.7,8257,2237,,,,,,,,-43,12.75,3.836,34.4,132,1,1,,30,7924
91,2026-07-25T13:26:27.469741+00:00,94,61.9,9.4,15954,4246,,,,,,,,-45,12.25,3.82,-78.6,-300.3,0,2,,30,7724
92,2026-07-25T13:27:45.813795+00:00,84,61.6,9.7,14181,3785,,,,,,,,-43,12.5,3.836,32.3,123.9,1,2,,30,7725
93,2026-07-25T13:33:07.987663+00:00,163,61.6,9.8,7208,2897,,,,,,,,-45,12,3.84,34,130.6,1,2,,30,7725
94,2026-07-25T13:34:26.270244+00:00,169,60.7,9.8,5932,2582,,,,,,,,-45,12.25,3.836,34,130.4,1,2,,30,7724
95,2026-07-25T13:35:44.631121+00:00,148,60.5,10.2,5168,2480,,,,,,,,-45,12.25,3.836,36,138.1,1,2,,30,7726
96,2026-07-25T13:41:06.824777+00:00,17,,,,,,,,,,,,-45,12.5,,,,,,,,
97,2026-07-25T13:42:25.184318+00:00,161,61.9,9.5,3565,2010,,,,,,,,-44,12.25,3.844,22.4,86.1,1,2,,30,7725
98,2026-07-25T13:43:43.478048+00:00,247,44.8,16.9,3427,1957,,,,,,,,-45,12.5,3.844,48.3,185.7,1,2,,30,7725
99,2026-07-25T13:44:21.206353+00:00,166,59.5,10.4,3387,1937,,,,,,,,-46,12,3.84,23.6,90.6,1,2,,30,7725
100,2026-07-25T13:49:43.423379+00:00,207,61.2,9.8,3097,1759,,,,,,,,-44,11.75,3.844,28.8,110.7,1,2,,30,7726
101,2026-07-25T13:55:04.908277+00:00,153,42.9,18.2,2850,1630,,,,,,,,-45,11.75,3.828,-60.5,-231.6,0,2,,30,7725
102,2026-07-25T14:05:08.376616+00:00,119,38.6,22.1,12682,4654,,,,,,,,-44,11.75,3.836,-47.5,-182.2,0,8,,30,
103,2026-07-25T14:05:45.662335+00:00,117,38.2,22.2,12904,4633,,,,,,,,-44,12.75,3.836,-53.9,-206.8,0,8,,30,7326
104,2026-07-25T14:06:23.204649+00:00,169,39,21.7,7169,2784,,,,,,,,-45,12.5,3.84,-33.3,-127.9,0,4,,30,7526
105,2026-07-25T14:11:42.573043+00:00,191,37.6,23.1,14376,4953,,,,,,,,-44,11.75,3.828,-84.3,-322.7,0,8,,30,7327
106,2026-07-25T14:12:19.855660+00:00,221,38.1,22.4,14432,5088,,,,,,,,-43,11.75,3.812,-197.6,-753.3,0,8,,30,7326
107,2026-07-25T14:12:57.155331+00:00,199,38.7,22.1,14716,5362,,,,,,,,-46,12,3.832,-69.8,-267.5,0,8,,30,7326
108,2026-07-25T14:13:34.455933+00:00,274,38.8,21.7,15064,5559,,,,,,,,-45,11.5,3.832,-62.7,-240.3,0,8,,30,7326
109,2026-07-25T14:14:11.753475+00:00,240,38.7,21.8,15494,5784,,,,,,,,-44,11.5,3.836,-54.6,-209.4,0,8,,30,
110,2026-07-25T14:19:32.499901+00:00,154,41.1,20,5798,2464,,,,,,,,-45,12.5,3.844,37.9,145.7,1,2,,30,7724
111,2026-07-25T14:21:31.107576+00:00,215,42,19,12036,4989,,,,,,,,-44,12,3.832,-99.7,-382.1,0,4,,30,7526
112,2026-07-25T14:22:08.617367+00:00,238,41.3,20.1,11451,4313,,,,,,,,-44,12.5,3.84,-36.3,-139.4,0,4,,30,7525
113,2026-07-25T14:22:46.129231+00:00,165,41.8,19.9,11312,4264,,,,,,,,-44,12,3.84,-40.1,-154,0,4,,30,7526
114,2026-07-25T14:23:23.596478+00:00,113,40.3,21,11115,4052,,,,,,,,-45,12.5,3.836,-58.1,-222.9,0,4,,30,7526
115,2026-07-25T14:24:01.049941+00:00,138,38.9,22.6,10986,3939,,,,,,,,-44,12.5,3.836,-64.3,-246.7,0,4,,30,7525
116,2026-07-25T14:24:38.520774+00:00,155,38.1,22.8,10906,3967,,,,,,,,-44,12.25,3.836,-57.2,-219.4,0,4,,30,7525
117,2026-07-25T14:25:16.009639+00:00,197,38.2,23,10709,3868,,,,,,,,-45,12.5,3.836,-62.7,-240.5,0,4,,30,7524
118,2026-07-25T14:25:53.521788+00:00,219,39.1,22.7,10513,3777,,,,,,,,-44,12.25,3.836,-64.6,-247.8,0,4,,30,7.52569E+11
119,2026-07-25T14:26:31.010460+00:00,137,39.1,22.3,10471,3772,,,,,,,,-45,12,3.836,-68.5,-262.8,0,4,,30,7528
120,2026-07-25T14:27:11.473220+00:00,172,39.6,21.9,10617,3960,,,,,,,,-44,12,3.836,-52.1,-199.9,0,4,,30,7526
121,2026-07-25T14:27:49.135289+00:00,132,39.8,22.3,5776,2506,,,,,,,,-44,12.25,3.848,25.4,97.7,1,2,,30,7725
122,2026-07-25T14:28:26.635397+00:00,189,40.5,21,11057,4392,,,,,,,,-45,12.5,3.844,-27.7,-106.5,0,4,,30,7525
123,2026-07-25T14:29:04.138440+00:00,149,40.5,20.6,10949,4152,,,,,,,,-44,11.75,3.824,-174.4,-666.9,0,4,,30,7525
124,2026-07-25T14:29:41.619803+00:00,78,40.4,21,10823,3969,,,,,,,,-45,12.25,3.836,-66.8,-256.2,0,4,,30,7524
125,2026-07-25T14:30:19.108386+00:00,162,39.2,22.7,10858,3971,,,,,,,,-44,12,3.836,-68.7,-263.5,0,4,,30,7526
126,2026-07-25T14:30:56.629256+00:00,110,39.1,22.4,10962,4031,,,,,,,,-45,12.25,3.82,-176.2,-673.1,0,4,,30,7526
127,2026-07-25T14:31:34.137390+00:00,238,39.3,21.9,10882,3954,,,,,,,,-45,12.25,3.836,-72.1,-276.6,0,4,,30,7526
128,2026-07-25T14:36:54.713807+00:00,116,38.4,22.5,10036,3583,,,,,,,,-44,12.5,3.836,-77.4,-296.9,0,4,,30,7526
129,2026-07-25T14:37:32.213886+00:00,,,,,,,,,,,,,-45,12.75,,,,,,,,
130,2026-07-25T14:38:09.710565+00:00,260,37.2,24,10031,3607,,,,,,,,-45,12.25,3.836,-60.7,-232.8,0,4,,30,7524
131,2026-07-25T14:38:47.224110+00:00,149,37.5,23.4,10384,3935,,,,,,,,-45,12,3.82,-166.7,-636.8,0,4,,30,7523
132,2026-07-25T14:39:24.728008+00:00,126,37.5,23.3,10035,3654,,,,,,,,-45,12.25,3.836,-55.6,-213.3,0,4,,30,7525
133,2026-07-25T14:40:02.220404+00:00,,,,,,,,,,,,,-44,11.75,,,,,,,,
134,2026-07-25T14:40:39.726577+00:00,194,36.8,24.1,10239,3929,,,,,,,,-45,12.25,3.844,-31.6,-121.5,0,4,,30,7528
135,2026-07-25T14:41:17.247692+00:00,125,36.8,24.1,10042,3670,,,,,,,,-45,12.25,3.84,-54.3,-208.5,0,4,,30,7525
136,2026-07-25T14:41:54.734782+00:00,86,37,23.9,10164,3767,,,,,,,,-45,12,3.84,-47,-180.5,0,4,,30,7526
137,2026-07-25T14:42:32.230484+00:00,140,37.3,23.8,10330,3905,,,,,,,,-45,11.75,3.84,-34.9,-134,0,4,,30,7526
138,2026-07-25T14:43:09.770025+00:00,138,37.2,24.1,10743,4298,,,,,,,,-45,11.75,3.828,-116.6,-446.3,0,4,,30,7525
139,2026-07-25T14:48:30.490560+00:00,240,39,22.1,10688,4015,,,,,,,,-44,11.75,3.82,-172,-657,0,4,,30,7524
140,2026-07-25T14:53:50.984549+00:00,136,38.3,23,10730,3929,,,,,,,,-45,11.75,3.82,-194.8,-744.1,0,4,,30,7525
141,2026-07-25T14:59:11.426741+00:00,123,36.5,24.9,9351,3446,,,,,,,,-45,12,3.816,-219.7,-838.4,0,4,,30,7525
142,2026-07-25T14:59:48.887582+00:00,142,36.2,25.3,9068,3361,,,,,,,,-45,12.5,3.836,-84.7,-324.9,0,4,,30,7526
143,2026-07-25T15:05:09.344576+00:00,189,34.9,27,8595,3181,,,,,,,,-45,12.75,3.836,-82.3,-315.7,0,4,,30,7526
144,2026-07-25T15:05:46.806101+00:00,213,34.4,27.1,8629,3185,,,,,,,,-47,12.75,3.836,-75,-287.7,0,4,,30,7527
145,2026-07-25T15:06:24.288825+00:00,125,34,27.8,8732,3235,,,,,,,,-45,12.25,3.836,-66.1,-253.6,0,4,,30,7525
146,2026-07-25T15:07:01.790224+00:00,176,34.1,27.9,8845,3297,,,,,,,,-45,11.75,3.84,-57.7,-221.6,0,4,,30,7526
147,2026-07-25T15:07:39.279010+00:00,109,34.5,27.6,8668,3172,,,,,,,,-45,12.5,3.836,-74.5,-285.8,0,4,,30,7524
148,2026-07-25T15:08:16.807944+00:00,172,34.9,27,8445,3082,,,,,,,,-45,11.75,3.84,-83.3,-319.9,0,4,,30,752
149,2026-07-25T15:08:54.082091+00:00,112,34.8,27.4,16034,5924,,,,,,,,-45,11.25,3.812,-237.1,-903.8,0,8,,30,7326
150,2026-07-25T15:09:31.391471+00:00,158,34.9,,,,,,,,,,,-44,12,,,,,,,,7327
151,2026-07-25T15:10:08.707853+00:00,157,35.3,27,16182,5978,,,,,,,,-45,12.75,3.836,-84.5,-324.1,0,8,,30,7325
152,2026-07-25T15:10:46.204999+00:00,,,,,,,,,,,,,-45,12.25,,,,,,,,
153,2026-07-25T15:11:23.710976+00:00,110,35.2,26.8,8557,3179,,,,,,,,-45,12.25,3.836,-78.1,-299.6,0,4,,30,7525
154,2026-07-25T15:12:01.212374+00:00,117,34.9,26.7,8533,3135,,,,,,,,-45,12.25,3.836,-89.2,-342.2,0,4,,30,
155,2026-07-25T15:12:38.688312+00:00,189,34.7,27.5,8482,3113,,,,,,,,-47,12.75,3.82,-198,-756.4,0,4,,30,7525
156,2026-07-25T15:13:16.183290+00:00,192,35.1,26.9,8451,3081,,,,,,,,-45,12.25,3.836,-91,-349.1,0,4,,30,7525
157,2026-07-25T15:13:53.510659+00:00,164,35,26.7,16104,5948,,,,,,,,-45,12.5,3.836,-95.1,-364.8,0,8,,30,7325
158,2026-07-25T15:14:30.807712+00:00,168,34.9,27,16000,5890,,,,,,,,-45,11.5,3.82,-201.4,-769.3,0,8,,30,7326
159,2026-07-25T15:15:08.081263+00:00,198,34,28,15856,5859,,,,,,,,-45,12,3.836,-89.2,-342.2,0,8,,30,7325
160,2026-07-25T15:15:45.369581+00:00,159,33.5,28.7,15814,5925,,,,,,,,-45,12.25,3.836,-75.4,-289.2,0,8,,30,7326
161,2026-07-25T15:21:04.898898+00:00,118,35.3,25.6,9482,3941,,,,,,,,-46,12.25,3.852,32.8,126.3,1,4,,30,7526
162,2026-07-25T15:21:42.372589+00:00,87,34.9,26.7,9087,3512,,,,,,,,-45,12.25,3.844,-34.1,-131.1,0,4,,30,
163,2026-07-25T15:22:19.873680+00:00,92,34.7,26.5,9834,4167,,,,,,,,-45,11.5,3.852,44.7,172.2,1,4,,30,7526
164,2026-07-25T15:22:57.407662+00:00,89,35.4,25.7,9938,4194,,,,,,,,-45,12,3.836,-82,-314.6,0,4,,30,7526
165,2026-07-25T15:23:34.924196+00:00,136,35.9,25.5,10180,4286,,,,,,,,-46,12,3.852,39.5,152.2,1,4,,30,7527
166,2026-07-25T15:24:12.422771+00:00,189,36.5,24.9,10362,4324,,,,,,,,-45,12.25,3.856,37.4,144.2,1,4,,30,7527
167,2026-07-25T15:34:55.893604+00:00,133,40,22.1,13798,5749,,,,,,,,-46,12.25,3.852,-17,-65.5,0,8,,30,7327
168,2026-07-25T15:35:33.200142+00:00,134,40.1,21.7,13082,5490,,,,,,,,-45,11.75,3.836,-136.9,-525.1,0,8,,30,7326
169,2026-07-25T15:36:10.501209+00:00,193,40.3,21.5,12450,5251,,,,,,,,-45,12,3.852,-19.8,-76.3,0,8,,30,7327
170,2026-07-25T15:41:29.366329+00:00,183,37.4,24.1,9182,3912,,,,,,,,-45,12.25,3.856,-22.8,-87.9,0,8,,30,7328
171,2026-07-25T15:46:48.033335+00:00,164,37.1,24,15266,6137,,,,,,,,-47,11.5,3.852,-27.3,-105.2,0,16,,30,712
172,2026-07-25T15:47:25.133572+00:00,159,37,24.8,14460,5785,,,,,,,,-45,11.75,3.852,-34.5,-132.9,0,16,,30,7127
173,2026-07-25T15:48:02.254610+00:00,134,37,24.3,14559,5932,,,,,,,,-45,12.5,3.852,-24.4,-94,0,16,,30,7127
174,2026-07-25T15:53:59.538800+00:00,67,36.2,25,15271,5779,,,,,,,,-45,11.5,3.836,-161.9,-621,0,16,,30,7127
175,2026-07-25T15:54:36.655570+00:00,202,36.2,26,15024,5615,,,,,,,,-45,11.75,3.852,-50.7,-195.3,0,16,,30,7127
176,2026-07-25T15:55:13.784517+00:00,171,36.5,24.6,15146,5738,,,,,,,,-45,12.25,3.836,-149.2,-572.3,0,16,,30,7128
177,2026-07-25T15:55:50.876342+00:00,174,36.1,25.8,15395,5818,,,,,,,,-45,11.5,3.852,-34.5,-132.9,0,16,,30,7127
178,2026-07-25T15:56:27.995481+00:00,257,36.8,24.7,14469,4976,,,,,,,,-45,12.25,3.828,-209.2,-800.8,0,16,,30,7126
179,2026-07-25T15:57:05.071287+00:00,181,36.1,25.4,15492,5945,,,,,,,,-45,11.75,3.852,-38,-146.4,0,16,,30,7127
180,2026-07-25T16:02:22.483086+00:00,114,36.8,24.3,11084,3960,,,,,,,,-47,12,3.828,-203.8,-780.1,0,16,,30,7127
181,2026-07-25T16:02:59.600611+00:00,156,36.9,24.6,9723,2962,,,,,,,,-45,11.5,3.848,-103,-396.3,0,16,,30,7127
182,2026-07-25T16:08:16.916420+00:00,153,36.9,25.5,11668,3822,,,,,,,,-45,12.25,3.848,-56.8,-218.6,0,16,,30,7127
183,2026-07-25T16:08:54.043426+00:00,207,36.9,25.3,11770,3727,,,,,,,,-45,12,3.852,-59.2,-228,0,16,,30,7128
184,2026-07-25T16:09:31.139800+00:00,177,36.2,26.2,12435,3828,,,,,,,,-45,12.25,3.824,-246.2,-941.5,0,16,,30,7127
185,2026-07-25T16:10:08.230117+00:00,124,36.5,25.8,13232,3996,,,,,,,,-45,11.75,3.852,-60.6,-233.4,0,16,,30,7127
186,2026-07-25T16:10:45.322371+00:00,188,35.8,27,13306,3913,,,,,,,,-45,12,3.832,-200.6,-768.7,0,16,,30,7127
187,2026-07-25T16:11:22.371259+00:00,119,35.3,27.4,12529,3617,,,,,,,,-45,11.25,3.848,-60.6,-233.2,0,16,,30,7127
188,2026-07-25T16:11:59.490834+00:00,109,,,,,,,,,,,,-46,11.75,,,,,,,,
189,2026-07-25T16:12:36.594497+00:00,242,34.8,28.1,10899,3079,,,,,,,,-46,11.5,3.852,-64.8,-249.6,0,16,,30,7127
190,2026-07-25T16:13:13.693942+00:00,219,34.6,28.6,10059,2873,,,,,,,,-46,12.75,3.832,-177,-678.3,0,16,,30,7127
191,2026-07-25T16:13:50.802791+00:00,150,34.5,28.9,8744,2386,,,,,,,,-46,11.75,3.852,-66.6,-256.5,0,16,,30,7127
192,2026-07-25T16:14:27.692598+00:00,116,33.3,30,16185,4295,,,,,,,,-45,12,3.828,-191,-731.1,0,32,,30,6925
